		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	NU = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
010110111   17   31   17   23   28   24   16   25 10.127153  0.256215 	SUCCESS  65
010111011   27   21   20   16   28   26   19   33  9.611471  0.293361 	SUCCESS  66
010111111   32   31   29   20   23   19   27   27  7.902239  0.443078 	SUCCESS  67
011000111   11   27   24   26   18   28   24   14 14.879506  0.061531 	SUCCESS  68
011001111   25   24   23   22   29   26   32   26  3.911163  0.865048 	SUCCESS  69
011010111   26   29   20   28   23   26   23   22  2.893038  0.940889 	SUCCESS  70
011011111   19   15   17   30   24   22   14   24 13.463531  0.096865 	SUCCESS  71
011101111   27   20   29   17   21   19   23   29  7.026440  0.533783 	SUCCESS  72
011111111   34   25   29   31   27   18   20   23  9.588302  0.295118 	SUCCESS  73
100000000   31   26   30   29   20   23   23   20  5.986469  0.648748 	SUCCESS  74
100010000   33   31   27   28   20   13   32   24 14.596179  0.067490 	SUCCESS  75
100100000   30   27   30   24   27   24   22   24  3.496101  0.899492 	SUCCESS  76
100101000   24   25   19   24   22   24   26   24  1.629318  0.990347 	SUCCESS  77
100110000   32   21   27   23   20   19   25   27  5.663423  0.684875 	SUCCESS  78
100111000   24   20   26   33   26   22   25   22  4.681045  0.791059 	SUCCESS  79
101000000   27   33   26   25   23   23   24   24  3.724485  0.881087 	SUCCESS  80
101000100   23   19   26   17   26   15   14   29 13.074287  0.109319 	SUCCESS  81
101001000   22   21   21   29   22   26   27   18  4.493043  0.810129 	SUCCESS  82
101001100   23   25   31   27   18   29   24   22  5.113318  0.745399 	SUCCESS  83
101010000   32   21   23   20   23   22   22   29  5.307278  0.724285 	SUCCESS  84
101010100   26   26   27   25   16   20   34   22  8.476837  0.388329 	SUCCESS  85
101011000   16   22   18   12   25   18   18   19 16.198170  0.039630 	SUCCESS  86
101011100   19   21   25   24   19   21   29   22  4.610875  0.798241 	SUCCESS  87
101100000   26   20   27   28   30   20   21   23  4.485761  0.810856 	SUCCESS  88
101100100   17   36    9   17   23   27   37   27 27.770239  0.000520 	FAILURE  89
101101000   22   28   28   25   35   29   24   28  7.573235  0.476227 	SUCCESS  90
101101100   13   27   20   24   33   28   21   18 12.525506  0.129252 	SUCCESS  91
101110000   26   24   17   20   27   30   30   25  6.214853  0.623179 	SUCCESS  92
101110100   25   20   33   34   20   33   16   21 15.307145  0.053441 	SUCCESS  93
101111000   30   35   19   23   19   22   26   24  9.002449  0.342089 	SUCCESS  94
101111100   27   17   18   32   30   29   35   25 13.791873  0.087354 	SUCCESS  95
110000000   37   28   32   28   20   20   22   19 13.392699  0.099033 	SUCCESS  96
110000010   39   29   36   14   25   19   33   34 28.503712  0.000387 	FAILURE  97
110000100   22   15   21   28   25   30   29   23  7.349486  0.499437 	SUCCESS  98
110001000   32   35   21   22   23   13   21   28 14.569038  0.068087 	SUCCESS  99
110001010   25   24   24   27   28   25   21   38  9.207663  0.325082 	SUCCESS 100
110010000   29   21   24   21   31   29   20   26  5.554197  0.697028 	SUCCESS 101
110010010   15   26   18   22   25   23   26   28  6.585561  0.581934 	SUCCESS 102
110010100   28   24   20   29   20   31   23   24  5.028585  0.754517 	SUCCESS 103
110011000   31   24   26   20   18   17   25   27  7.136990  0.521927 	SUCCESS 104
110011010   24   22   28   22   19   21   20   27  3.874092  0.868301 	SUCCESS 105
110100000   23   26   19   31   21   26   17   27  6.476335  0.594034 	SUCCESS 106
110100010   30   19   25   28   20   20   16   26  7.865168  0.446751 	SUCCESS 107
110100100   18   19   30   26   27   22   25   19  6.187711  0.626214 	SUCCESS 108
110101000   20   17   24   24   31   27   29   23  6.265163  0.617556 	SUCCESS 109
110101010   33   16   20   26   25   22   31   17 11.475606  0.176179 	SUCCESS 110
110101100    8   27   16   14   21   30   32   23 23.598442  0.002675 	FAILURE 111
110110000   23   25   23   27   26   25   23   21  1.163947  0.996985 	SUCCESS 112
110110010   18   32   18   26   30   26   24   22  7.714237  0.461870 	SUCCESS 113
110110100   14   27   29   24   26   25   25   16  8.899181  0.350872 	SUCCESS 114
110111000   20   32   16   23   28   34   22   24 11.044657  0.199182 	SUCCESS 115
110111010   21   29   30   26   13   26   27   22  8.968027  0.345000 	SUCCESS 116
110111100   19   22   22   29   22   29   27   26  4.155433  0.842834 	SUCCESS 117
111000000   33   27   23   25   21   20   23   21  5.400617  0.714024 	SUCCESS 118
111000010   24   23   14   30   26   23   34   31 11.943626  0.153737 	SUCCESS 119
111000100   28   37   23   19   28   18   21   20 12.187896  0.143015 	SUCCESS 120
111000110   21   23   25   26   21   25   20   26  2.129113  0.976796 	SUCCESS 121
111001000   28   21   23   26   27   32   31   30  7.140962  0.521503 	SUCCESS 122
111001010   27   26   26   29   23   29   37   16 12.097205  0.146919 	SUCCESS 123
111001100   31   20   30   17   26   18   14   34 16.644344  0.034033 	SUCCESS 124
111010000   22   24   30   28   27   22   15   27  6.688830  0.570547 	SUCCESS 125
111010010   23   20   29   28   21   31   29   20  6.401531  0.602349 	SUCCESS 126
111010100   15   25   30   22   17   26   25   25  7.789040  0.454344 	SUCCESS 127
111010110   18   27   18   17   16   31   39   28 20.491771  0.008627 	FAILURE 128
111011000   20   25   20   25   23   28   22   23  2.628908  0.955449 	SUCCESS 129
